SEASON_ID,SEASON,STAGE,GAME_ID,TEAM_ID,TEAM_ABBREVIATION,TEAM_CITY,EFG_PCT,FTA_RATE,TM_TOV_PCT,OREB_PCT,OPP_EFG_PCT,OPP_FTA_RATE,OPP_TOV_PCT,OPP_OREB_PCT
21996,1996-97 Season,Regular Season,29600201,1610612737,ATL,Atlanta,0.585,0.22,0.19,0.317,0.43,0.215,0.24600000000000002,0.32
21996,1996-97 Season,Regular Season,29600175,1610612764,WAS,Washington,0.5,0.40700000000000003,0.138,0.17,0.465,0.267,0.215,0.34
21996,1996-97 Season,Regular Season,29600175,1610612750,MIN,Minnesota,0.465,0.267,0.215,0.302,0.5,0.40700000000000003,0.138,0.213
21996,1996-97 Season,Regular Season,29600164,1610612764,WAS,Washington,0.452,0.361,0.087,0.24,0.47,0.23199999999999998,0.18,0.34
21996,1996-97 Season,Regular Season,29600164,1610612749,MIL,Milwaukee,0.47,0.23199999999999998,0.18,0.27699999999999997,0.452,0.361,0.087,0.28
21996,1996-97 Season,Regular Season,29600156,1610612764,WAS,Washington,0.46299999999999997,0.259,0.23199999999999998,0.28600000000000003,0.39,0.207,0.261,0.33299999999999996
21996,1996-97 Season,Regular Season,29600156,1610612755,PHI,Philadelphia,0.39,0.207,0.261,0.29600000000000004,0.46299999999999997,0.259,0.23199999999999998,0.306
21996,1996-97 Season,Regular Season,29600140,1610612764,WAS,Washington,0.439,0.23600000000000002,0.175,0.32899999999999996,0.483,0.41600000000000004,0.18899999999999997,0.364
21996,1996-97 Season,Regular Season,29600140,1610612760,SEA,Seattle,0.483,0.41600000000000004,0.18899999999999997,0.2,0.439,0.23600000000000002,0.175,0.429
21996,1996-97 Season,Regular Season,29600116,1610612764,WAS,Washington,0.535,0.247,0.09699999999999999,0.22699999999999998,0.46,0.193,0.132,0.34
21996,1996-97 Season,Regular Season,29600116,1610612738,BOS,Boston,0.46,0.193,0.132,0.2,0.535,0.247,0.09699999999999999,0.25
21996,1996-97 Season,Regular Season,29600109,1610612764,WAS,Washington,0.528,0.139,0.192,0.231,0.596,0.221,0.16899999999999998,0.3
21996,1996-97 Season,Regular Season,29600109,1610612765,DET,Detroit,0.596,0.221,0.16899999999999998,0.2,0.528,0.139,0.192,0.308
21996,1996-97 Season,Regular Season,29600090,1610612764,WAS,Washington,0.53,0.317,0.19899999999999998,0.302,0.41600000000000004,0.258,0.304,0.534
21996,1996-97 Season,Regular Season,29600090,1610612751,NJN,New Jersey,0.41600000000000004,0.258,0.304,0.483,0.53,0.317,0.19899999999999998,0.302
21996,1996-97 Season,Regular Season,29600080,1610612764,WAS,Washington,0.424,0.215,0.17,0.25,0.52,0.24,0.182,0.25
21996,1996-97 Season,Regular Season,29600080,1610612765,DET,Detroit,0.52,0.24,0.182,0.25,0.424,0.215,0.17,0.308
21996,1996-97 Season,Regular Season,29600065,1610612764,WAS,Washington,0.466,0.364,0.151,0.21100000000000002,0.47100000000000003,0.376,0.175,0.32
21996,1996-97 Season,Regular Season,29600065,1610612754,IND,Indiana,0.47100000000000003,0.376,0.175,0.28,0.466,0.364,0.151,0.281
21996,1996-97 Season,Regular Season,29600054,1610612764,WAS,Washington,0.39399999999999996,0.182,0.079,0.373,0.5660000000000001,0.276,0.113,0.22
21996,1996-97 Season,Regular Season,29600054,1610612766,CHH,Charlotte,0.5660000000000001,0.276,0.113,0.171,0.39399999999999996,0.182,0.079,0.418
